DESCRIPTION,LOCATION,MANUFACTURER,MODEL,YEAR,FUEL TYPE,KMS DRIVEN,PRICE
Maruti Suzuki Alto Std (make Year 2010) (petrol),Bengaluru,Maruti Suzuki,Alto,2010,Petrol,45801,200000
Maruti Suzuki Ertiga Ertiga Vdi (make Year 2014) (diesel),Bengaluru,Maruti Suzuki,Ertiga,2014,Diesel,30000,875000
Maruti Suzuki Swift Vdi (make Year 2013) (diesel),Bengaluru,Maruti Suzuki,Swift,2013,Diesel,62000,550000
Toyota Innova 2.0 V (make Year 2011) (diesel),Bengaluru,Toyota,Innova,2011,Diesel,175000,1075000
Ford Fiesta Exi 1.4 Tdci Ltd (make Year 2012) (diesel),Bengaluru,Ford,Fiesta,2012,Diesel,62201,495000
Maruti Suzuki Swift Vdi Bs-iv (make Year 2011) (diesel),Bengaluru,Maruti Suzuki,Swift,2011,Diesel,71000,469999
Maruti Suzuki Swift Vdi (make Year 2012) (diesel),Bengaluru,Maruti Suzuki,Swift,2012,Diesel,22101,535000
Skoda Laura Ambiente 1.9 Tdi Mt (make Year 2010) (diesel),Bengaluru,Skoda,Laura,2010,Diesel,74000,655000
Corolla Altis VL Auto Transmission,Bengaluru,Toyota,Corolla Altis,2014,Petrol,44195,1550000
Hyundai Grand I 10 automatic petrol 15000 Kms 2014 year,Bengaluru,Hyundai,Grand I 10,2014,Petrol,15000,580000
Verna Fluidic 1.6 2013 White color,Bengaluru,Hyundai,Verna,2013,Diesel,35140,850000
Maruti Suzuki Swift Dzire Vxi (make Year 2013) (petrol),Bengaluru,Maruti Suzuki,Swift Dzire,2013,Petrol,39962,540000
Volkswagen Vento Highline Diesel At (make Year 2015) (diesel,Bengaluru,Volkswagen,Vento,2015,Diesel,21104,1005000
Maruti Suzuki Swift Zxi 1.2 Bs-iv (make Year 2013) (petrol),Bengaluru,Maruti Suzuki,Swift,2013,Petrol,30795,585000
Tata Indigo Ecs diesel 64000 Kms 2011 year,Bengaluru,Tata,Indigo Ecs,2011,Diesel,64000,300000
Hyundai I10 Sportz 1.2 Kappa2 (o) (make Year 2011) (petrol),Bengaluru,Hyundai,I10,2011,Petrol,67332,395000
Mahindra Scorpio Sle Bs-iii (make Year 2010) (diesel),Bengaluru,Mahindra,Scorpio,2010,Diesel,83000,635000
Volkswagen Polo Highline1.2l D (make Year 2012) (diesel),Bengaluru,Volkswagen,Polo,2012,Diesel,20000,580000
Ford Ecosport Titanium 1.5 Tdci (opt) (make Year 2013) (dies,Bengaluru,Ford,Ecosport,2016,Diesel,49000,730000
Skoda Laura Ambiente 2011 Model,Bengaluru,Skoda,Laura,2011,Diesel,75000,910000
Maruti Suzuki Alto Lxi Bs-iv (make Year 2010) (petrol),Bengaluru,Maruti Suzuki,Alto,2010,Petrol,50000,245000
Skoda Rapid 1.5 Tdi Cr Ambition (make Year 2012) (diesel),Bengaluru,Skoda,Rapid,2012,Diesel,51000,675000
Tata indigo ecs,Bengaluru,Tata,Indigo Ecs,2011,Diesel,64000,300000
Maruti Suzuki Alto Lxi Bs-iv (make Year 2010) (petrol),Bengaluru,Maruti Suzuki,Alto,2010,Petrol,50251,255000
Mahindra Xuv500 W8 (make Year 2012) (diesel),Bengaluru,Mahindra,Xuv500,2012,Diesel,41669,1165000
Tata Indica Vista Aura Safire Bs-iii (make Year 2010) (petro,Bengaluru,Tata,Indica Vista,2010,Petrol,52000,170000
Volkswagen Polo Highline1.2l D (make Year 2013) (diesel),Bengaluru,Volkswagen,Polo,2013,Diesel,450000,650000
Volkswagen Polo Comfortline 1.2l (d) (make Year 2011) (diese,Bengaluru,Volkswagen,Polo,2011,Diesel,45000,460000
Mahindra Scorpio Vlx 4wd Bs-iii (make Year 2011) (diesel),Bengaluru,Mahindra,Scorpio,2011,Diesel,107021,785000
Nissan Micra Xl (o) Diesel (make Year 2011) (diesel),Bengaluru,Nissan,Micra,2011,Diesel,34964,455000
Renault Duster 110 Ps Rxz Diesel (make Year 2013) (diesel),Bengaluru,Renault,Duster,2013,Diesel,82443,885000
Renault Duster 85 Ps Rxl Diesel (make Year 2015) (diesel),Bengaluru,Renault,Duster,2015,Diesel,12552,985000
Mahindra Scorpio Slx 2.6 Turbo 7 Str (make Year 2010) (diese,Bengaluru,Mahindra,Scorpio,2010,Diesel,84123,695000
Hyundai Eon Era + (make Year 2015) (petrol),Bengaluru,Hyundai,Eon,2015,Petrol,4500,350000
Maruti Suzuki Eeco 5 Str (make Year 2011) (petrol),Bengaluru,Maruti Suzuki,Eeco,2016,Petrol,33700,280000
Maruti Suzuki Celerio Vxi At (make Year 2015) (petrol),Bengaluru,Maruti Suzuki,Celerio,2015,Petrol,11341,515000
Ford Figo Duratorq Diesel Titanium 1.4 (make Year 2010) (die,Bengaluru,Ford,Figo,2010,Diesel,79087,410000
Maruti Suzuki Wagon R Lxi Bs-iii (make Year 2009) (petrol),Bengaluru,Maruti Suzuki,Wagon R,2016,Petrol,78190,225000
Hyundai I20 Asta 1.2 (make Year 2011) (petrol),Bengaluru,Hyundai,I20,2011,Petrol,45000,490000
Hyundai Verna Fluidic 1.6 Crdi Sx Opt (make Year 2013) (dies,Bengaluru,Hyundai,Verna,2013,Diesel,52396,855000
Maruti Suzuki Swift Vdi (make Year 2011) (diesel),Bengaluru,Maruti Suzuki,Swift,2011,Diesel,62547,510000
Maruti Suzuki Ciaz Vdi + (make Year 2014) (diesel),Bengaluru,Maruti Suzuki,Ciaz,2016,Diesel,34300,840000
Maruti Suzuki Sx4 Zxi Mt Bs-iv (make Year 2010) (petrol),Bengaluru,Maruti Suzuki,Sx4,2010,Petrol,81452,465000
Maruti Suzuki Alto Lxi Bs-iv (make Year 2012) (petrol),Bengaluru,Maruti Suzuki,Alto,2012,Petrol,35241,285000
Tata Xenon Xt diesel 20000 Kms 2015 year,Bengaluru,Tata,Xenon Xt,2015,Diesel,20000,725000
Mahindra Scorpio Vls At 2.2 Mhawk (make Year 2010) (diesel),Bengaluru,Mahindra,Scorpio,2010,Diesel,105000,669000
Maruti Suzuki Swift Dzire Vdi Bs-iv (make Year 2015) (diesel,Bengaluru,Maruti Suzuki,Swift Dzire,2015,Diesel,7800,720000
Ford Figo black titanium diesel 1.4 2012 model,Bengaluru,Ford,Figo,2012,Diesel,30000,450000
2010 Chevrolet Captiva diesel 100000 Kms,Bengaluru,Chevrolet,Captiva,2010,Diesel,100000,790000
2013 Tata Indica V2 diesel 110000 Kms,Bengaluru,Tata,Indica V2,2013,Diesel,110000,240000
2011 Ford Figo diesel 33685 Kms,Bengaluru,Ford,Figo,2011,Diesel,33685,375000
2012 Tata Indica V2 diesel,Bengaluru,Tata,Indica V2,2012,Diesel,122173,166000
"Hyundai Eon, 2013, White, single owner , 50k run, excellent condition",Bengaluru,Hyundai,Eon,2013,Petrol,50000,310000
Toyota Innova 2.0 Vx 7 Str Bs-iv (make Year 2013) (diesel),Bengaluru,Toyota,Innova,2013,Diesel,88000,1225000
Chevrolet Beat Ls Diesel (make Year 2013) (diesel),Bengaluru,Chevrolet,Beat,2013,Diesel,64000,365000
2010 Tata Indica diesel 90000 Kms,Bengaluru,Tata,Indica,2010,Diesel,90000,42000
Hyundai Verna Crdi Vgt Sx 1.5 (make Year 2010) (diesel),Bengaluru,Hyundai,Verna,2010,Diesel,77975,485000
Maruti Suzuki Ritz Vdi Bs-iv (make Year 2013) (diesel),Bengaluru,Maruti Suzuki,Ritz,2013,Diesel,52000,484500
Mahindra Revai Standard (make Year 2013) (electric),Bengaluru,Mahindra,Reva,2013,CNG & Hybrids,12000,495000
Mahindra Revai Classe (make Year 2010) (electric),Bengaluru,Mahindra,Reva,2010,CNG & Hybrids,47205,225000
Ford Figo Duratorq Diesel Zxi 1.4 (make Year 2011) (diesel),Bengaluru,Ford,Figo,2011,Diesel,58000,385000
Maruti Suzuki Wagon R Vxi Minor (make Year 2015) (petrol),Bengaluru,Maruti Suzuki,Wagon R,2015,Petrol,16000,455000
Hyundai I20 Sportz 1.2 (make Year 2011) (petrol),Bengaluru,Hyundai,I20,2011,Petrol,70000,465000
Toyota Fortuner (make Year 2013) (diesel),Bengaluru,Toyota,Fortuner,2013,Diesel,118000,2044000
Volkswagen Polo Trendline 1.2l (p) (make Year 2016) (petrol),Bengaluru,Volkswagen,Polo,2016,Petrol,25000,535000
Toyota Etios G (make Year 2011) (petrol),Bengaluru,Toyota,Etios,2011,Petrol,60000,409000
Tata Indica Vista Aura Safire Bs-iii (make Year 2011) (petro,Bengaluru,Tata,Indica Vista,2011,Petrol,43000,210000
Maruti Suzuki Swift Vdi (make Year 2013) (diesel),Bengaluru,Maruti Suzuki,Swift,2013,Diesel,55000,588000
Mahindra E2o T2 (make Year 2014) (electric),Bengaluru,Mahindra,E 20,2014,CNG & Hybrids,13300,475000
Mahindra Revai Ac (make Year 2011) (electric),Bengaluru,Mahindra,Reva,2011,CNG & Hybrids,19414,275000
2011 Toyota Fortuner diesel 58400 Kms,Bengaluru,Toyota,Fortuner,2011,Diesel,58400,1650000
Hyundai I20 Magna 1.2 (make Year 2012) (diesel),Bengaluru,Hyundai,I20,2012,Diesel,53124,545000
Hyundai Xcent Sx 1.1 Crdi (o) (make Year 2014) (diesel),Bengaluru,Hyundai,Xcent,2014,Diesel,19310,690000
Nissan Terrano Xv D Thp 110 Ps (make Year 2014) (diesel),Bengaluru,Nissan,Terrano,2014,Diesel,36000,1250000
Maruti Suzuki Alto Lxi Bs-iv (make Year 2010) (petrol),Bengaluru,Maruti Suzuki,Alto,2010,Petrol,56237,255000
Toyota Innova 2.0 Vx 7 Str Bs-iv (make Year 2011) (diesel),Bengaluru,Toyota,Innova,2011,Diesel,165000,1197500
Tata Nano Lx (make Year 2012) (petrol),Bengaluru,Tata,Nano,2012,Petrol,36000,140000
2010 Tata Indica diesel 170000 Kms,Bengaluru,Tata,Indica,2010,Diesel,170000,100000
Chevrolet Cruze Ltz (make Year 2014) (diesel),Bengaluru,Chevrolet,Cruze,2014,Diesel,33000,1150000
tata indica yellow board car for sale,Bengaluru,Tata,Indica V2,2010,Diesel,190000,120000
Mahindra Revai Classe (make Year 2011) (electric),Bengaluru,Mahindra,Reva,2011,CNG & Hybrids,82487,200000
Mahindra E2o T2 (make Year 2015) (electric),Bengaluru,Mahindra,E 20,2015,CNG & Hybrids,5193,450000
Renault Duster 85 Ps Rxl Diesel (make Year 2014) (diesel),Bengaluru,Renault,Duster,2014,Diesel,53000,869500
Maruti Suzuki Swift Vdi (make Year 2014) (diesel),Bengaluru,Maruti Suzuki,Swift,2014,Diesel,49000,646000
Maruti Suzuki Alto Lxi Bs-iii (make Year 2012) (petrol),Bengaluru,Maruti Suzuki,Alto,2016,Petrol,78000,273500
Mahindra Scorpio Sle Bs-iii (make Year 2012) (diesel),Bengaluru,Mahindra,Scorpio,2012,Diesel,88000,775000
"Azure Blue Swift Dzire Vxi , 5 seater Petrol Car",Bengaluru,Maruti Suzuki,Swift Dzire,2010,Petrol,24500,440000
Mahindra Xuv500 W8 2013 (make Year 2013) (diesel),Bengaluru,Mahindra,Xuv500,2013,Diesel,27000,1250000
Maruti Suzuki Swift Dzire Vdi Bs-iv (make Year 2014) (diesel,Bengaluru,Maruti Suzuki,Swift Dzire,2014,Diesel,53000,655000
Nissan Sunny diesel 25000 Kms 2016 year,Bengaluru,Nissan,Sunny,2016,Diesel,25000,250000
Maruti Suzuki Sx4 Vdi (make Year 2012) (diesel),Bengaluru,Maruti Suzuki,Sx4,2012,Diesel,52000,560000
Toyota Innova 2.0 V (make Year 2010) (diesel),Bengaluru,Toyota,Innova,2010,Diesel,130000,719000
Hyundai Verna diesel 82000 Kms 2011 year,Bengaluru,Hyundai,Verna,2011,Diesel,82000,490000
Magna i10 2015 Model for sale,Bengaluru,Hyundai,I10,2015,Petrol,10100,425000
Hyundai Elite I20 Asta 1.4 Crdi (o) (make Year 2014) (diesel,Bengaluru,Hyundai,Elite I20,2014,Diesel,9750,820000
Maruti Suzuki Swift Vdi (make Year 2014) (diesel),Bengaluru,Maruti Suzuki,Swift,2014,Diesel,56000,625000
Ford Figo Duratorq Diesel Titanium 1.4 (make Year 2011) (die,Bengaluru,Ford,Figo,2011,Diesel,53000,425000
Maruti Suzuki Alto (make Year 2010) (petrol),Bengaluru,Maruti Suzuki,Alto,2010,Petrol,58000,260000
Maruti Suzuki Swift Vdi (make Year 2013) (diesel),Bengaluru,Maruti Suzuki,Swift,2013,Diesel,53000,591000
Maruti Suzuki Swift Dzire Vdi (make Year 2014) (diesel),Bengaluru,Maruti Suzuki,Swift Dzire,2014,Diesel,63000,630000
Mahindra Scorpio diesel 70000 Kms 2011 year,Bengaluru,Mahindra,Scorpio,2011,Diesel,70000,660000
Maruti Suzuki Omni (make Year 2012) (petrol),Bengaluru,Maruti Suzuki,Omni,2012,Petrol,60000,243500
Mahindra Scorpio Vlx 2wd Airbag Bs-iv (make Year 2010) (dies,Bengaluru,Mahindra,Scorpio,2010,Diesel,89000,696500
Toyota Fortuner 4x2 At (make Year 2012) (diesel),Bengaluru,Toyota,Fortuner,2012,Diesel,71000,1850000
Ford Figo Duratorq Diesel Zxi 1.4 (make Year 2012) (diesel),Bengaluru,Ford,Figo,2012,Diesel,38000,425000
Hyundai I20 Asta 1.4 Crdi (make Year 2014) (diesel),Bengaluru,Hyundai,I20,2014,Diesel,47000,675000
Maruti Suzuki Omni E 8 Str Bs-iv (make Year 2014) (petrol),Bengaluru,Maruti Suzuki,Omni,2014,Petrol,63000,260000
Chevrolet Cruze Ltz (make Year 2010) (diesel),Bengaluru,Chevrolet,Cruze,2010,Diesel,37000,850000
Maruti Suzuki Swift Vdi (make Year 2013) (diesel),Bengaluru,Maruti Suzuki,Swift,2013,Diesel,54200,525000
Mahindra E2o T2 (make Year 2015) (electric),Bengaluru,Mahindra,E 20,2015,CNG & Hybrids,5378,550000
Maruti Suzuki Swift Vdi (make Year 2013) (diesel),Bengaluru,Maruti Suzuki,Swift,2013,Diesel,53000,540000
Toyota Innova 2.0 V (make Year 2014) (diesel),Bengaluru,Toyota,Innova,2014,Diesel,45000,1600000
Single Owner Wagonr Vxi 2015 Model,Bengaluru,Maruti Suzuki,Wagon R,2015,Petrol,15128,425000
Mahindra Xuv500 W8 2013 (make Year 2013) (diesel),Bengaluru,Mahindra,Xuv500,2013,Diesel,33000,1260000
Mahindra Xylo E8 Bs-iv (make Year 2011) (diesel),Bengaluru,Mahindra,Xylo,2011,Diesel,65000,644500
Mahindra Scorpio (make Year 2010) (diesel),Bengaluru,Mahindra,Scorpio,2010,Diesel,90000,670000
Hyundai Eon D-lite + (make Year 2014) (petrol),Bengaluru,Hyundai,Eon,2014,Petrol,30000,335000
Maruti Suzuki Alto Lxi Bs-iii (make Year 2009) (petrol),Bengaluru,Maruti Suzuki,Alto,2016,Petrol,45129,215000
Toyota Innova 2.5 E Ms 7 Str Bs-iv (make Year 2013) (diesel),Bengaluru,Toyota,Innova,2013,Diesel,52000,1350000
Toyota Etios Gd (make Year 2013) (diesel),Bengaluru,Toyota,Etios,2013,Diesel,85000,550000
Maruti Suzuki Ritz Vxi Bs-iv (make Year 2011) (petrol),Bengaluru,Maruti Suzuki,Ritz,2011,Petrol,78000,395000
Maruti Suzuki Wagon R 1.0 Vxi (make Year 2014) (petrol),Bengaluru,Maruti Suzuki,Wagon R 1.0,2014,Petrol,2800,440000
Honda City 1.5 S Mt (make Year 2010) (petrol),Bengaluru,Honda,City,2010,Petrol,51000,544000
Toyota Innova (make Year 2015) (diesel),Bengaluru,Toyota,Innova,2015,Diesel,18529,1475000
Hyundai Elite I20 Asta 1.4 Crdi (o) (make Year 2014) (diesel,Bengaluru,Hyundai,Elite I20,2014,Diesel,16650,820000
Honda Amaze (make Year 2013) (diesel),Bengaluru,Honda,Amaze,2013,Diesel,55000,550000
Tata Indica V2 Ls (make Year 2012) (diesel),Bengaluru,Tata,Indica V2,2012,Diesel,95000,195000
Ford Ecosport Titanium 1.0 Ecoboost (opt) (make Year 2013) (,Bengaluru,Ford,Ecosport,2013,Petrol,58100,750000
Hyundai I20 Sportz 1.4 Crdi (make Year 2011) (diesel),Bengaluru,Hyundai,I20,2011,Diesel,80000,500000
Hyundai I10 (make Year 2014) (petrol),Bengaluru,Hyundai,I10,2014,Petrol,27000,400000
Maruti Suzuki Baleno petrol 1 Kms 2016 year,Bengaluru,Maruti Suzuki,Baleno,2016,Petrol,1,544000
Ford Figo (make Year 2011) (diesel),Bengaluru,Ford,Figo,2011,Diesel,68000,400000
Maruti Suzuki Swift Dzire Vdi Bs-iv (make Year 2011) (diesel,Bengaluru,Maruti Suzuki,Swift Dzire,2011,Diesel,78520,480000
Hyundai I10 Sportz 1.2 (make Year 2010) (petrol),Bengaluru,Hyundai,I10,2010,Petrol,51000,350000
Toyota Innova 2.5 G 8 Str Bs-iii (make Year 2011) (diesel),Bengaluru,Toyota,Innova,2011,Diesel,107998,1000000
Chevrolet Tavera B1 10-seater - Bs Iii (make Year 2011) (die,Bengaluru,Chevrolet,Tavera,2011,Diesel,110000,400000
Volkswagen Vento Highline Diesel (make Year 2011) (diesel),Bengaluru,Volkswagen,Vento,2011,Diesel,64000,590000
Mahindra Scorpio (make Year 2010) (diesel),Bengaluru,Mahindra,Scorpio,2010,Diesel,98000,670000
Tata Nano Lx (make Year 2010) (petrol),Bengaluru,Tata,Nano,2016,Petrol,93146,60000
Maruti Suzuki Swift Dzire diesel 90000 Kms 2014 year,Bengaluru,Maruti Suzuki,Swift Dzire,2014,Diesel,90000,499000
Maruti Suzuki Swift Ldi (make Year 2011) (diesel),Bengaluru,Maruti Suzuki,Swift,2011,Diesel,76600,400000
Tata indica Vista vx tec,Bengaluru,Tata,Indica Vista,2015,Diesel,41500,365000
Honda City S (make Year 2013) (petrol),Bengaluru,Honda,City,2013,Petrol,70000,750000
Maruti Suzuki Swift Vdi Bs-iv (make Year 2013) (diesel),Bengaluru,Maruti Suzuki,Swift,2013,Diesel,62465,570000
Maruti Suzuki Swift Vdi (make Year 2011) (petrol),Bengaluru,Maruti Suzuki,Swift,2011,Petrol,88000,388000
Hyundai Eon Era + (make Year 2012) (petrol),Bengaluru,Hyundai,Eon,2012,Petrol,57474,285000
Hyundai Eon Era + (make Year 2015) (petrol),Bengaluru,Hyundai,Eon,2015,Petrol,13227,345000
Hyundai I20 Magna (o) 1.2 (make Year 2013) (diesel),Bengaluru,Hyundai,I20,2013,Diesel,78000,525000
Tata Indica V2 Ls (make Year 2012) (diesel),Bengaluru,Tata,Indica V2,2012,Diesel,90000,185000
Maruti Suzuki Zen Estilo (make Year 2010) (petrol),Bengaluru,Maruti Suzuki,Zen Estilo,2010,Petrol,37000,275000
Maruti Suzuki Eeco 7 Str (make Year 2010) (petrol),Bengaluru,Maruti Suzuki,Eeco,2010,Petrol,33000,260000
Skoda Fabia Active 1.2 Tdi (make Year 2010) (diesel),Bengaluru,Skoda,Fabia,2010,Diesel,85000,305000
Tata Vista Tech Lx Bs Iii (make Year 2010) (diesel),Bengaluru,Tata,Vista Tech,2010,Diesel,92000,280000
Maruti Suzuki Alto Lxi Bs-iii (make Year 2012) (petrol),Bengaluru,Maruti Suzuki,Alto,2012,Petrol,35000,270000
Honda Brio S Mt (make Year 2012) (petrol),Bengaluru,Honda,Brio,2012,Petrol,52000,379000
Maruti Suzuki Alto Lxi Bs-iii (make Year 2011) (petrol),Bengaluru,Maruti Suzuki,Alto,2011,Petrol,52000,240000
Hyundai Grand I10 Magna 1.2 Kappa Vtvt (make Year 2015) (pet,Bengaluru,Hyundai,Grand I10,2015,Petrol,20000,550000
Chevrolet Beat Lt Diesel (make Year 2011) (diesel),Bengaluru,Chevrolet,Beat,2011,Diesel,56000,340000
Toyota Innova diesel 125000 Kms 2014 year,Bengaluru,Toyota,Innova,2014,Diesel,125000,1125000
Maruti Suzuki Swift Dzire Zdi Bs-iv (make Year 2013) (diesel,Bengaluru,Maruti Suzuki,Swift Dzire,2013,Diesel,86500,625000
Honda City 1.5 S Mt (make Year 2011) (petrol),Bengaluru,Honda,City,2011,Petrol,61000,545000
Hyundai I10 Magna 1.2 At (make Year 2010) (petrol),Bengaluru,Hyundai,I10,2010,Petrol,23000,425000
Volkswagen Vento Highline Petrol (make Year 2012) (petrol),Bengaluru,Volkswagen,Vento,2012,Petrol,34000,675000
Ford Fiesta Titanium Diesel (make Year 2010) (diesel),Bengaluru,Ford,Fiesta,2010,Diesel,62000,375000
Hyundai I10 Sportz 1.2 At (make Year 2011) (petrol),Bengaluru,Hyundai,I10,2011,Petrol,63000,440000
"Selling my Tata Indica V2 DLX, yellow board",Bengaluru,Tata,Indica V2,2011,Diesel,170000,150000
Maruti Suzuki Swift Dzire Vdi (make Year 2015) (diesel),Bengaluru,Maruti Suzuki,Swift Dzire,2015,Diesel,33000,750000
Maruti Suzuki Swift Zdi (make Year 2014) (diesel),Bengaluru,Maruti Suzuki,Swift,2014,Diesel,45000,665000
Hyundai I20 Asta 1.4 Crdi (make Year 2012) (diesel),Bengaluru,Hyundai,I20,2012,Diesel,80000,525000
Ford Fiesta Exi 1.4 Tdci (make Year 2010) (diesel),Bengaluru,Ford,Fiesta,2010,Diesel,60464,425000
Hyundai Eon Era + (make Year 2012) (petrol),Bengaluru,Hyundai,Eon,2012,Petrol,35000,285000
Honda Amaze 1.2 S I-vtec (make Year 2015) (petrol),Bengaluru,Honda,Amaze,2015,Petrol,25000,535000
Honda City 1.5 S At (make Year 2012) (petrol),Bengaluru,Honda,City,2012,Petrol,52000,725000
Renault Duster diesel 20000 Kms 2016 year,Bengaluru,Renault,Duster,2016,Diesel,20000,1050000
Maruti Suzuki Wagon R Vxi Bs-iii (make Year 2011) (petrol),Bengaluru,Maruti Suzuki,Wagon R,2011,Petrol,53000,350000
Tata Manza Aqua Safire Bs-iv (make Year 2010) (petrol),Bengaluru,Tata,Manza,2010,Petrol,32000,339000
Maruti Suzuki Swift Vdi Abs (make Year 2015) (diesel),Bengaluru,Maruti Suzuki,Swift,2015,Diesel,20628,700000
Maruti Suzuki Ciaz Zdi (make Year 2014) (diesel),Bengaluru,Maruti Suzuki,Ciaz,2014,Diesel,62000,870000
Tata indica v2 LS silver colour good conditions,Bengaluru,Tata,Indica V2,2013,Diesel,98000,270000
Chevrolet Spark Ls 1.0 (make Year 2010) (petrol),Bengaluru,Chevrolet,Spark,2010,Petrol,12000,265000
Mahindra Scorpio Lx Bs-iii (make Year 2011) (diesel),Bengaluru,Mahindra,Scorpio,2011,Diesel,84000,650000
Mahindra Xuv500 W4 (make Year 2016) (diesel),Bengaluru,Mahindra,Xuv500,2016,Diesel,3000,1900000
Volkswagen Polo Comfortline 1.2l (d) (make Year 2012) (petro,Bengaluru,Volkswagen,Polo,2012,Petrol,14000,520000
Maruti Suzuki Swift Zdi (make Year 2013) (diesel),Bengaluru,Maruti Suzuki,Swift,2013,Diesel,48000,625000
Hyundai I10 Era (make Year 2011) (petrol),Bengaluru,Hyundai,I10,2011,Petrol,8000,360000
Renault Duster 85 Ps Rxl Diesel (make Year 2012) (diesel),Bengaluru,Renault,Duster,2012,Diesel,74000,800000
Honda Brio S Mt (make Year 2012) (petrol),Bengaluru,Honda,Brio,2012,Petrol,38000,422000
Hyundai Eon (make Year 2011) (petrol),Bengaluru,Hyundai,Eon,2011,Petrol,50000,325000
Toyota Innova 2.0 V (make Year 2012) (diesel),Bengaluru,Toyota,Innova,2012,Diesel,130000,1325000
Maruti Suzuki Wagon R Vxi Bs-iii (make Year 2014) (petrol),Bengaluru,Maruti Suzuki,Wagon R,2014,Petrol,10000,435000
Toyota innova yellow boar,Bengaluru,Toyota,Innova,2010,Diesel,256000,640000
Maruti Suzuki Swift Vdi (make Year 2012) (diesel),Bengaluru,Maruti Suzuki,Swift,2012,Diesel,41000,575000
Maruti Suzuki Ritz Vdi Bs-iv (make Year 2013) (diesel),Bengaluru,Maruti Suzuki,Ritz,2013,Diesel,38000,550000
Hyundai Santro Xing Xl Erlx - Euro Ii (make Year 2010) (petr,Bengaluru,Hyundai,Santro Xing,2010,Petrol,50000,300000
Maruti Suzuki Celerio Zxi (make Year 2014) (petrol),Bengaluru,Maruti Suzuki,Celerio,2014,Petrol,23000,500000
Hyundai I20 diesel 73000 Kms 2011 year,Bengaluru,Hyundai,I20,2011,Diesel,73000,440000
Chevrolet Optra Magnum Lt 2.0 Tcdi (make Year 2011) (diesel),Bengaluru,Chevrolet,Optra Magnum,2011,Diesel,68000,625000
Honda City 1.5 S Mt (make Year 2011) (petrol),Bengaluru,Honda,City,2011,Petrol,50000,670000
Hyundai I10 Asta 1.2 At Kappa2 With Sunroof (make Year 2011),Bengaluru,Hyundai,I10,2011,Petrol,50000,500000
Maruti Suzuki Swift diesel 50000 Kms 2010 year,Bengaluru,Maruti Suzuki,Swift,2010,Diesel,50000,450000
Chevrolet Beat diesel 61000 Kms 2011 year,Bengaluru,Chevrolet,Beat,2011,Diesel,61000,360000
Hyundai Grand I10 Sportz 1.2 Kappa Vtvt (make Year 2014) (pe,Bengaluru,Hyundai,Grand I10,2014,Petrol,17000,525000
Hyundai Accent Gls 1.6 (make Year 2010) (petrol),Bengaluru,Hyundai,Accent,2010,Petrol,89000,270000
Honda Amaze 1.5 S I-dtec (make Year 2013) (diesel),Bengaluru,Honda,Amaze,2013,Diesel,74000,530000
Hyundai I20 Magna (o) 1.4 Crdi (make Year 2011) (diesel),Bengaluru,Hyundai,I20,2011,Diesel,60000,510000
Hyundai Santro Xing Gls (make Year 2012) (petrol),Bengaluru,Hyundai,Santro Xing,2012,Petrol,20949,320000
Honda City V (make Year 2014) (diesel),Bengaluru,Honda,City,2014,Diesel,46000,910000
Maruti Suzuki Ertiga Zdi (make Year 2012) (diesel),Bengaluru,Maruti Suzuki,Ertiga,2012,Diesel,40000,775000
Mahindra Xuv500 W8 2013 (make Year 2013) (diesel),Bengaluru,Mahindra,Xuv500,2013,Diesel,36000,1200000
Hyundai I10 Sportz 1.2 Kappa2 (make Year 2011) (petrol),Bengaluru,Hyundai,I10,2011,Petrol,50000,380000
Tata Manza Aura (+) Quadrajet Bs-iv (make Year 2010) (diesel,Bengaluru,Tata,Manza,2010,Diesel,64000,325000
Maruti Suzuki Swift Vdi (make Year 2013) (diesel),Bengaluru,Maruti Suzuki,Swift,2013,Diesel,45000,595000
Honda Brio S Mt (make Year 2011) (petrol),Bengaluru,Honda,Brio,2011,Petrol,45000,375000
Hyundai I20 diesel 105000 Kms 2013 year,Bengaluru,Hyundai,I20,2013,Diesel,105000,525000
Ford Fiesta Classic diesel 150000 Kms 2012 year,Bengaluru,Ford,Fiesta Classic,2012,Diesel,150000,350000
Ford Fiesta Sxi 1.4 Tdci (make Year 2012) (diesel),Bengaluru,Ford,Fiesta,2012,Diesel,69000,425000
